word,ug,cy,bg,yea,sa,gdb,sv,ny,km,kxv,kn,se,sk,ka,ja,bn,ta,my,fr,sva,lv,tcx,lo,la,uk,zu,mk,kru,bfq,tg,fi,he,ps,krl,tr,xub,tcy,sl,br,ga,ur,ms,hy,ca,tl,el,gd,oc,za,ku,te,de,ko,fa,gv,mn,ar,lt,pl,hu,brh,kfe,af,ml,gon,ru,pci,cs,az,sq,liv,nn,bo,kff,id,yi,et,ba,fo,it,hi,mjt,mt,vep,nl,pt,kfa,gl,be,vi,ro,lzz,da,vro,as,fy,lb,is,es,en,vot,xmf,kfb,th
root,,ɡwrai̯ð,ˈkɔrɛn,be:ɾə,,kuɾe,,ˈmu.zu,ṛs,ʋeɾ,be:ɾu,ˈruo̯htas,ˈkɔrɛɲ,pʰɛsvi,ne̞,,ʋe:ɾə,ʔəmjɪʔ,ʁa.sin,tsʼusχund,,ʋeɾ,hâːk,ˈraː.diːks,ˈkɔrʲinʲ,ímpâːnde,,pa:da,pe:ɾə,reʃæ,ˈjuːri,ˈʃoʁɛʃ,,ˈjuːri,,bja:ɾə,be:ɾu,kɔrɛˈnìːna,,fʲɾʲeːvˠ,d͡ʒəɽ,aka(r),ɑɾˈmɑt,əˈrɛl,,,,rraˈis,,ˈɾɛh,ʋe:ɾu,ˈvʊʁt͡sl̩,p͈uɾi,ɾeːʃæ,,untəs,d͡ʒa.ða.ra,ʃɐkʲˈn̪ʲɪs̪,ˈkɔ.ʐɛɲ,ˈɟøkeːr,ɾo:tɛ,bʰulo:gam,,ʋe:ɾə,hi:ɾ,ˈkorʲɪnʲ,vār,ˈkor̝ɛn,kœk,rəːɲ,ˈjuːrʲ,ruːt,*rt͡sa.ba,ʋe:ɾ,,,ˈjuːr,tɑˈmɯ̞r,ɹɔuːt,raˈditʃe,d͡ʒəɽ,banda:,,ˈjurʲ,ˈʋɔr.təl,ʁa.ˈis,be:ɾə,raˈiθ,ˈkoranʲ,ze˦ˀ˥,,dʒidʒi,roːd,ˈjuːr,xia,,ˈvuə̯t͡səl,rouːt,raˈiθ,ɹuːt,ˈʝuːri,dʒindʒi,ʋe:ɾkam,raːk̚˥˩
blow,,ˈχwəθɨ̞,,,,,,,pk´,,,,,bɛrvä,ɸɯ̟ᵝkɯ̟ᵝ,,,m̥oʊʔ,su.fle,libɛlɛ,,,,floː,,,ˈduva,,,,ˈpuhɑltɑː,,,ˈpuhɑlduɑ,,,,,,ʃeːdʲ,,,pʰəˈt͡ʃʰɛl,buˈfa,,,,,,,,ˈblaːzn̩,ˈpuːɭda̠,,,uɮex,na.fa.xa,ˈpǔːsʲtʲɪ,ˈdmu.xat͡ɕ,ˈfuːj,,,,,,dutʲ,,ˈvaːt,,,ˈpuːgɨ,,,,,,ˈpuhumɑ,,,sofˈfjare,,,,ˈpuhudɑ,ˈblaːzə(n),suˈpɾaɾ,,,,tʰoj˧˩,,bäräpʰä,blɛːsə,ˈpːuhkːmɑ,,,,,,bləʊ,ˈpuhuɑ,bäruä,,pʰat̚˦˥
stab,,,,,,,,,,,,,,rtʃʼɔbä,,,,tʰó,pwa.ɲaʁ.de,liswɛm,,,,konˈfo.di.oː,,,,,,,ˈpistæː,,,ˈpystelːæ,,,,,,,,,χoˈtsʰɛl,ə.pu.ɲəˈla,,,,,,,,ˈʃtɛçn̩,,,,,tˁa.ʕa.na,,,ˈdøf,,,,,,zɐˈkalɨvətʲ,,,,,ˈsiskɨ,,,,,,ˈpistmɑ,,,puɲɲaˈlare,,,,ˈtʃokɑitɑ,ˈsteːkə(n),,,,,ʔɗəm˧˧,,ɔtsigu,,ˈtːsːusːkːɑmɑ,,,,,apuɲaˈlaɾ,stæb,ˈpisːæː,tsikʼäpʰä,,tʰɛːŋ˧
water,su,duːr,,ni:ɾu,ɐ́p,ni:r,ˈvatːɛn,ˈma.d͡zí,dẏk,eju,ni:ɾu,ˈt͡ʃaːht͡siː,ˈvɔda,tsʼqʼäli,⟨mi1du⟩,dʒɔl,taɳɳi,jè,o,lits,ûːdɛns,ni:ɾ,nam˥˦,ˈa.kʷa,wɔˈdɑ,ámáːnzi,,amm,ni:ɾə,ɔːb,ˈʋesi,,obə,ˈvesi,ˈsu,ni:ɾə,ni:ɾə,,ˈduːʁ,ˈɪʃcɪ,pɑːniː,,d͡ʒuɾ,ˈaj.ɡwə,ˈtu.biɡ,neˈro,ˈɯʃkʲə,,ɣam˦˨,,ni:ɾu,ˈva.sɐ,muɭ,ɒːb,ˈuʃtʲə,ʊs,maːʔ,,ˈvɔ.da,ˈviːz,di:r,ni:ɾ,ˈvɑːtər,ʋellam,jeɾ,vɐˈda,nīr,ˈvoda,su,ˈujə,ˈve̞ʒ,ˈʋɑtn̩,*t͡ɕʰu,e:ɾu,a.ʔɪr,,ˈʋesi,hɯ̞w,vaʰtn,,pɑː.niː,hamdu,,ˈvezi,ˈʋaːtər,,ni:ɾə,ˈaw.ɡa,vaˈda,nɨək̚˧˦,ˈapə,tsʼkʼäri,vand,ˈvesːi,pa.ni,ˈvɛtər,ˈvaːsɐ,vaʰtn,ˈaɡwa,ˈwɔːtə,ˈvesi,tsʼqʼäri,i:ɾ,naːm˦˥
wide,,ˈɬədan,ʃiˈrɔk,,,,viːd,,l̥h,,,,,pʰärtʰɔ,,,,t͡ɕɛ̀,laʁʒ,mäʃri,plats,,kwaːŋ˥˧,ˈlaː.tus,ʃeˈrɔkei̯,,,,,,ˈleʋeæ,,,ˈlevei,vaːˈsiː,,,,,ˈl̠ʲahənˠ,,,lɑjn,,ma.ˈla.pad,,,,,,,bʀaɪ̯t,nʌ̹ɭt͈a̠,,,ɵrɡəŋ,waː.siʕ,,ʂɛˈrɔ.kʲi,ˈseːlɛʃ,,,,,,ʂɨˈrokʲɪj,,ˈʃɪrokiː,,ˈɟ͡ʝɛ.ɾə,ˈlɑigɑː,,,,,,ˈlɑi,ˈkʲiŋ,ˈpɹaijʊɹ,ˈlarɡo,t͡ʃɔː.ɽɑː,,,ˈleved,,ˈlaɾ.ɡu,,,ʂɨˈrokʲi,zəwŋ͡m˧˨ʔ,larɡ,mbɔli,,ˈlɑkʲɑ,bɔ.ɦɔl,,bʀeːt,ˈpreiːðʏr,ˈaɲ.tʃo,waɪd,ˈlɑdʲdʲɑ,pʰärtʰɛ,,kwaːŋ˥˩.jaj˨˩
sing,,ˈkanɨ̞,ˈpɛjə,,,,,,c̥riaṅ,,,ˈlaːvːluːh(t),,mʁɛrä,ɯ̟ᵝta̠ɯ̟ᵝ,,,θət͡ɕʰɪ́ɴ,ʃɑ̃.te,liʁräl,dziɛ̂dâːt,,,ˈka.noː,sʲpʲiˈu̯ɑte,,,,,,ˈlɑulɑː,,,ˈlɑuluɑ,,,,ˈpɛ̀ːti,,kanˠ,ɡaˈna,,jɛɾˈkʰɛl,kənˈta,,,,,,,,ˈzɪŋən,no̞ɾe̞ɦa̠da̠,sʊɾuːˈd̪æn,,,,dɐjˈnuɔtʲɪ,ˈɕpʲɛ.vat͡ɕ,ˈeːnɛkɛl,,,səŋ,,,pʲetʲ,,ˈspiːvat,oχumaχ,kənˈdɔj,ˈloulɨ,²sʏŋːjɑ,,,,ˈzɪn.ɡn̩,ˈlɑulmɑ,,,kanˈtaːre,ˈɡɑː.nɑː,,ˈkɐntɐ,ˈlɑuldɑ,ˈzɪ.ŋə(n),kɐ̃ˈtaɾ,,,,haːt̚˧˦,kɨnˈta,ɔbiru,sønɡə,ˈlɑulmɑ,ɡʊa,,ˈzɑŋən,ˈsiɲca,kanˈtaɾ,sɪŋ,ˈlɑuluɑ,birä,,kʰap̚˨˩.rɔːŋ˦˥
die,,,oˈmiɾəm,tʃa:ɭa,mɐ́.ɽɐ.t̪i,tukud,,,tāy,,sa:ji,ˈjaːpmiːh(t),ˈumri̯ɛc,sikʼvdili,ɕinɯ̟ᵝ,,tʃa:,θè,mu.ʁiʁ,dägrä,mīɾt,keɖuoisi,taːj˩˧,ˈmo.ri.or,,fá,,kʰena,sa:ʋadə,murdæn,ˈkuolːɑ,,,ˈkuolːɑ,œlˈmɛc,maɾdo:g,sajjaɾa,,,,mərna,mati,mɛrˈnɛl,muˈɾi,,peˈθeno,,,taːi˨˦,,tʃatʃtʃipo:ʋu,ˈʃtɛʁbən,t͡ɕuk̚t͈a̠,moɾˈd̪æn,,,ˈmaːta,ˈmʲɪrʲ.tʲɪ,uˈmʲɛ.rat͡ɕ,ˈmɛkhɒl,kahing,ta:ʋə,,maɾikkuga,ha:,ʊmʲɪˈratʲ,cay,ˈumr̝iːt,œlˈmæk,vdɛs,ˈkuːolɨ,,,ɖollatam,,,ˈsuremɑ,,,moˈrire,məɾ.nɑː,keəa:na:keəida:h,mɪːt,ˈkoldɑ,ˈdoːtxaːn,mu.ˈʁeɾ,tʃ:ɭa,,,t͡ɕet̚˧˦,muˈri,ʁurä,dø,ˈkːuːlmɑ,mɔɹ,,,ˈteiːja,,daɪ,ˈkoːlːɑ,ʁurä,tigte:n,taːj˧
some,,,,,,,ˈnoːˌ(ɡ)ra,,,,,,ˈɲi̯ɛkɔʎkɔ,zɔgi,,,,tət͡ɕʰo̰,dy,ɛrχi,,,,,ˈkilʲka,,,,,,ˈjokin,,,ˈmonies,,,,,,ɾˠəɪn̠ʲtʲ,,,,,,,,,,,,,mjʌ̹t̚,,,,,,ˈtrɔ.xɛ,,,,,,,nʲɪˈmnoɡə,,ˈɲɛkolɪk,,,ˈmuːnd̪ɑ,,,,,,ˈmɤni,,,,t̪ʰoɽaː,,,ˈerɑz,ʋɑt,al.ˈɡũʃ,,,,mot̚˧˨ʔ ʔit̚˧˦,,bäzi,noən,ˈmɤni,,,,,,sʌm,ˈmɤni,nämtʰinɛ,,baːŋ˧
short,,bɨ̞r,ˈkɤs,,,,kɔrt,,k̥ʰlī,,,,ˈkraːtki,mɔkʼlɛ,mʲiʑika̠i,,,tò,kuʁ,kʼudæ,îːs,,,ˈkur.tus,kɔˈrɔtkei̯,,ˈkratɔk,,,,ˈlyhyt,,,ˈlyhyt,,,,ˈkràːtək,,ɟaːɾˠ,t͡ʃʰoː.ʈɑː,,kɑɾt͡ʃ,ˈkuɾt,,,ˈkɤɾʲɪtʲ,,,,,kʊʁt͡s,t͡ɕ͈a̠ɭt͈a̠,kʰuːˈt̪ʰɒːh,,pɔɡʲən,qa.sˁiːr,,ˈkrut.kʲi,ˈrøvid,,,,,,kɐˈrotkʲɪj,,ˈkraːtkiː,ɡɯˈsɑ,,ˈliːt̪ɨ,,,,,,ˈlyhike,qɯ̞θ.ˈqɑ,,ˈkorto,kəm,,,ˈlyhyd,kɔrt,ˈkuɾ.tu,,,kaˈrotkʲi,ŋan˧˦,skurt,mkʼulɛ,kɔrt,ˈlyhykːene,su.ti,,,ˈstʏhtʏr,ˈkorto,ʃɔːt,ˈlyhyd,kʼuntʼä,,san˥˩
mother,ɑnɑ,mam,ˈmajkə,,ɐm.bɑ́ː,,muːr,ˈmá.ji,m̥ṭāy,,,ˈea̯dːniː,ˈmatka,dɛdä,okakasama,,,,mɛʁ,di,māːtɛ,,mɛː˧˧,,ˈmɑte,úmʱáːma,,,,mɔːdær,ˈæiti,ˈ(ʔ)em,mor,ˈmuɑmo,anne,,,ˈmàːti,ˈmãmː,ˈmˠɑːhəɾʲ,,ibu,mɑjɾ,ˈma.ɾə,,miˈtera,ˈmaːhəɾʲ,ˈmajɾe,ma˨˦,,,ˈmʊtɐ,ʌ̹mma̠,mɒːˈd̪æɾ,maːɹ,ix,ʔam.ma,,ˈmat.ka,ˈɒɲɒ,,,,,,matʲ,,ˈmatka,,,ˈje̞mɑː,,,,,ˈmʊtəʁ,ˈemɑ,æˈsæj,ˈmɔuwɪr,ˈma.dre,,,ɔmː,ˈmɑmoi,ˈmu.dər,mɐ̃j̃,,ˈnaj,,mɛ˧˨ʔ,ˈma.mə,nänä,,ˈimæ,ma,,mɑm,ˈmamːa,ˈmadɾe,ˈmʌðə(ɹ),ˈemæ,didä,,mɛː˥˩
sleep,,ˈkəsɡɨ̞,spʲɤ,oɾa,s̪ʋɐ́.pi.t̪i,tukud,soːva,,ṭek,,malagu,ˈoɑ̯ððiːh(t),ˈspac,dzili,,,uṟaṅku,ʔeɪʔ,dɔʁ.miʁ,uʒ,ɡulɛ̂ːt,oɾkʰə,nɔːn˦˥,ˈdor.mi.oː,,,,khandaɾna,oɾəgədə,xɔːbiˈdæn,ˈnukːuɑ,,,ˈmɑguɑ,,aɾgu,dʒippaɾa,ˈspaːti,,ˈkɔd̪ˠɪlʲ,,tido(r),kʰəˈnɛl,duɾˈmi,ma.ˈtu.loɡ,ciˈmame,,,,,nidɾapoʋu,ˈʃlaːfn̩,t͡ɕa̠da̠,xɒːbiˈdæn,,,naː.ma,,spat͡ɕ,ˈɒlsik,xatʃing,oɾəgə,,uɾanguga,mi:ɳɖa,spatʲ,maḍ,spaːt,jɑtˈmɑχ,,ˈmɑgːɨ,,,undʒaʈam,ti.dur,,ˈmɑgɑmɑ,,,dorˈmire,soː.nɑː,andaɾpo ko:ɖa,ˈraːʔɐt,ˈmɑgɑtɑ,ˈslaː.pə(n),duɾ.ˈmiɾ,oɾa,,,ŋu˧˩,dorˈmi,ndʒiri,,ˈmɑkɑmɑ,xʊa,,ˈʃloːfən,ˈsɔːva,dorˈmiɾ,sliːp,ˈmɑkɑː,luri,i:mangsati,nɔːn˧
tongue,,ˈtavɔd,ɛˈzik,na:ʋu,d͡ʑiɦ.ʋɑ́ː,na:ng,ˈtɵŋˌa,ɽiˈɽí.me,ʾṇ̥ṭāt,ʋenɖa:ɾu,na:lige,ˈɲuo̯vtt͡ʃa,ˈja.zik,ɛnä,ɕi̥ta̠,,na:kkə,ʃà,lɑ̃ɡ,nin,mɛ̀ːlɛ,no:f,,ˈlin.ɡʷa,jɐˈzɪk,ûːlîːmi,ˈjazik,takkha,na:lange,zæˈbɔːn,ˈkieli,laˈʃɔn,ˈʒəbə,ˈkieli,ˈdil,nelgi,na:la:ji,ˈjɛ̀ːzik,ˈtɛwt,ˈtʲaŋə,dʒiːbʱ,lidah,lɛˈzu,ˈʎəŋ.ɡwə,ˈdi.laʔ,ˈɣlosa,tʰʲɛŋɡə,ˈleŋɡo,lin˦˨,ˈzɯmɑːn,na:luka,ˈtsʊŋə,çjʌ̹,zæˈbɒ(ː)n,ˈtʃɛnʲə,xiɮ,li.saːn,,ˈjɛ̃.zɨk,ˈɲɛlv,duʋi:,na:lgə,,na:kə,ʋendʒeɾ,(j)ɪˈzɨk,nevãḍ,ˈjazɪk,dil,ˈɟʑuhə,ˈke̞ːʎ,,*lt͡ɕe,na:like,,tsʊŋ(ɡ),ˈkeːl,tɪ̞l,ˈtʰʊŋka,ˈliŋ.ɡwa,dʒiːbʱ,taɖta,,ˈkelʲ,tɔŋ,ˈlĩ.ɡwɐ,na:ʋu,,jaˈzɨk,lɨəj˦ˀ˥,ˈlimbə,nɛnä,tɔnɡə,ˈkːiːl,zi.bʱa,,t͡soŋ,ˈtʰuŋka,ˈlenɡwa,tʌŋ,ˈtʃeːli,ninä,na:lka,lin˦˥
sew,,,ˈʃijə,,,,,,,,,,,kʼɛrvä,nupu,,,t͡ɕʰoʊʔ,kudʁ,liʃχbi,ʃūːt,,,ˈsu.oː,,,,,,,ˈomːelːɑ,taˈfar,,ˈomːelːɑ,,,,,,,,,kɑˈɾɛl,kuˈzi,,,,,,,,ˈnɛːən,ˈkiːp̚t͈a̠,,,,xajtˁ,ˈsʲuːtʲɪ,ʂɨt͡ɕ,ˈvɒrː,,,,,,ʂɨtʲ,,,,,ˈumblɨ,,,,,,ˈɤmblemɑ,,,kuˈtʃire,,,,ˈombeltɑ,ˈnaːjə(n),,,,ʂɨt͡sʲ,xəw˧˧,,ɔtʃʼu,syː,ˈumplɤmɑ,xia,,ˈbitsen,ˈsøyːma,ko.ˈser,səʊ,ˈɤmːɤɑ,tʃʼälä,,jep̚˦˥
fish,,pəsˈɡɔdɨ̯n,ˈribə,mi:nə,mɐ́t̪.s̪jɐ,mi:n,fɪsk,ˈⁿsó.ᵐba,t̥rī,,mi:nə,ˈkuo̯lliː,ˈriba,tʰɛvzi,uwo,mɑtʃʰ,mi:nə,ŋá,pwa.sɔ̃,tsuz,ziws,mi:n,pa᷅ː,ˈpis.kis,ˈrɪbɐ,ínɬaːnzi,,indʒo,mi:nə,mɔːhiː,ˈkɑlɑ,daɡ,kab,ˈkɑlɑ,bɑ.ˈɫɯk,mi:nu,mi:nə,ˈrìːba,,iəsˠk,,ikan,d͡zuk,ˈpeʃ,,ˈp͡sari,,,pʲa˨˦,ˈmɑːsiː,tʃe:pa,fɪʃ,muɭk͈o̞ɡi,mɒːhiː,jiːst,t͡saɢəs,ˈsamaka,,ˈrɨ.ba,ˈhɒl,matʃtʃi:,mi:nə,fəs,mi:n,mi:n,ˈrɨbə,key,ˈrɪba,,pɛʃk,ˈkɑlɑː,,*ȵa,ki:ke,,fɪʃ,ˈkɑlɑ,bɑˈɫɯ̞q,ˈfɪskʊɹ,ˈpeʃːe,mət͡ʃʰ.liː,mi:ndu,,ˈkɑlɑ,vɪs,ˈpɐjʃɨ,mi:nə,ˈpejʃe̝,ˈrɨba,kaː˧˦,ˈpeʃte,tʃχɔmi,fesk,ˈkːɑlɑ,mas,fɪsk,feʃ,ˈfɪskʏr,ˈpeθ,ˈfɪʃ,ˈkɑlɑ,tʃχɔmi,guɖɖi,plaː˧
cloud,,ˈkʊmʊl,,mo:ɖa,mɐj.ɡʱɐ́,tukud,,mˈta.ᵐbo,bbk,ha:gu,mēgha,ˈpalːva,,ʁrubɛli,⟨kumo1⟩,,me:gam,tèɪɴ,ny.aʒ,mɛrɛ,,me:gam,mêːk,,,íːfu,,bada:li,mandʒu,,ˈpilʋi,(ʕ)aˈnan,,ˈpilvi,buˈɫ̩ut,mo:ɖə,mo:ɖa,ɔˈbláːk,ˈku.mul,ˈsˠkamˠəl̪ˠ,meːɡʱ,a.wan,ɑmp,,,ˈsinɛfɔ,ɲiaɫ̪,,fɯ˥,,me:gʰamu,ˈvɔlkə,kuɾɯm,(ʔ)æbɾ,,,sa.ħaː.bah,,ˈxmu.ra,ˈfɛlɦøː,dʒammaɾ,me:gam,vɔlk,mekʰam,mabbu,ˈobləkə,malgur,mrak,,,ˈpiːlɑ,ʃyː,*sprin.pa,mabbu,,,ˈpilʋ,bʊ̞ˈɫʊ̞t,skʊt͡ʃː,ˈnu.vo.la,meːɡʱ,badli:,ˈsħaːbɐ,ˈpilvʲ,ʋɔlk,ˈnu.vɐj̃,mo:ɖa,,ˈxmara,məj˧˧,nor,pʼulä,,ˈpːilv,daɔɹ,,ˈvolək,sciː,,klaʊd,ˈpilvi,munäpʰä,a:bar,meːk̚˥˩
egg,,uːɨ̯,jəiˈt͡sɛ,muʈʈe,,kaɾbə,ɛɡː,ˈd͡zi.ɽa,s′ut,tala,moʈʈe,ˈmonniː,ˈvajt͡sɛ,kʼvɛrtsχi,ta̠ma̠ɡo̞,ɖim,muʈʈe,ʔṵ,œf,ləgrɛ,uōla,muʈʈe,kʰāi,ˈoː.wum,,íːǃaːndá,ˈjajt͡sɛ,bi:,moʈʈe,tuxm,ˈmunɑ,,həɡəi,ˈmunɑ,jumuɾˈta,mujɾgi,ketti,ˈjàːjtsɛ,,uː,,təlo(r),d͡zu,ˈɔw,ʔitˈloɡ,ta.oˈa,u,,kʲai˧˥,,guɖɖu,aɪ̯,ta̠ɭɡja̠ɭ,t̪ʰoχm,au,,,,ˈja.jɔ,ˈtojaːʃ,xuahae,mooʈə,ˈəiər,muʈʈa,mi:ndʒ,(j)ɪjˈt͡so,tūk,ˈvɛjt͡sɛ,jumurˈtɑ,,ˈmunɑː,ɛɡː,*zɡoŋ.ŋa,gaɾbam,,,ˈmunɑ,kʏˈkæj,ɛkː,ˈwɔ.vo,ən.ɖɑː,ɾaɾapa:ndu,ˈbɐjdɐ,ˈmunɑ,ɛi̯,ˈo.vu,muʈʈe,ˈɔ.βʊ,ˈjajka,t͡ɕɨŋ˧˦,ow,mäkʰväli,ɛːɡ,ˈmunɑ,kɔ.ni,aːi̯,e,ˈɛkː,ˈwebo,ɛɡ,ˈmunɑ,märkʰväli,sanku,kʰaj˨˩
laugh,,,,,,,,,soec,,,ˈt͡ʃajːpmah(t),ˈsmi̯ac sa,sitsili,ɰᵝa̠ɾa̠ɯ̟ᵝ,,,jì,ʁiʁ,litswnäl,,,,ˈriː.de.oː,,,sɛ ˈsmɛ.ɛ,,,xændidæn,ˈnɑurɑː,t͡saˈχak,,ˈnɑkruɑ,,,,,,ɡɑːɾʲ,,tawə,t͡sit͡sɑˈʁɛl,ˈriw.ɾə,,,,,,ˈkɛniːn,,ˈlaχn̩,ˈuːt̚t͈a̠,xænd̪iːˈd̪æn,,,dˁa.ħik,,ɕmʲat͡ɕ ɕɛ,ˈnɛvɛt,,,ɫɐχ,,,smʲɪˈjat͡sːə,,smaːt,ɡylmæc,cɛʃ,ˈnɑgrɨ,,,,,,ˈnɑermɑ,,,ˈri.de.re,ɦə̃s.nɑː,,,ˈnɑgrdɑ,ˈlɑxə(n),ˈʁiɾ,,,,kɨəj˨˩,,dzitsini,leː,ˈnɑːrtmɑ,ɦɔɦa,ˈlai̯tsjə,ˈlaːχən,ˈl̥aiːja,,laːf,ˈnɑgrɑː,dzitsä,,kʰam˩˩˦
head,,pɛn,ɡləˈva,tile,,ta:l,ˈhʉːˌvɵd,ˈmu.tú,k̥pāl,tɾajun,tale,ˈoɑ̯jːviː,ɦɫava,tʰävi,a̠ta̠ma̠,mat̪ʰa,talə,ɡáʊɴ,tɛt,tʰχwim,ɡâlva,maʈʈə,hua˩˨,ˈka.put,ɦɔlɔˈu̯ɑ,îːkʰâːnda,,kuk,manɖe,sær,ˈpæː,ʁɔʃ,,ˈpiæ,ˈbɑʃ,maɳɖi,manɖa,ˈɡlàːʋa,pɛ̃n,caun̪ˠ,,kəpalə,ɡəˈluχ,ˈkap,,ce̞ˈfali,,kap,kʲau˥,,tala,kɔpf,mʌ̹ɾi,sæɾ,caun,tʰɔɮɢɔi,ra.ʔa.sa,,ˈɡwɔ.va,ˈfɛj,ka:ʈum,manɖə,,tala,talla,ɡəlɐˈva,tel,ˈɦlava,bɑʃ,kɔkə,ˈpæː,,*mɡo,talaka:j,kə.pa.la,,ˈpeɑ,ˈbɑʂ,hœtː,ˈtɛs.ta,sɪɾ,kukudu,ˈrɐːs,ˈpæ,ɦoːft,kɐ.ˈβe.sɐ,maɳɖe,ˈtɛsta̝,ɣaɫaˈva,ʔɗəw˨˩,kap,dudi,hoːvəd,ˈpːæː,muɹ,ˈholə,,hœːvʏθ,kaˈbeθa,hɛd,ˈpæː,dudi,tal,hua̯˩˩˦
where,,,,,,,dɛːr,,,,,,ˈɡɟɛ,säd,idu,,,,u,imɛg,kùɾ,,,ˈu.bi,ˈdɛ,,ˈkadɛ,,,,ˈmisːæ,ejˈfo,,ˈkus,nɛɾɛd̪ɛ,,,ˈkjèː,,,,di manə,vɔɾˈtɛʁ,ˈon,,,,ˈunt,,,,voː,ʌ̹di,kʰoˈdʒɒː,,,,kʊr,ɡd͡ʑɛ,ˈɒɦol,,,,,,ɡdʲe,,ɡdɛ,ˈhɑrɑ,,ˈkus,,,,,vʊ,ˈkus,ˈqɑjðɑ,,ˈdove,,,,ˈkus,ʋaːr,ˈõ.d͡ʒi,,ˈonde̝,,ʔɗəw˧˧,ˈunde,sɔ,,ˈkːon,zot,,,,ˈdonde,ʍɛə(ɹ),ˈkuzɑ,sɔ,,tʰiː˥˩.naj˩˩˦
sky,ɑsˈmɑn,ˈau̯ɨ̞r,nɛˈbɛ,,,,,,megʰ,,,,ˈɲɛbɔ,tsä,so̞ɾa̠,akaʃ,,káʊɴɡɪ̀ɴ,sjɛl,dɛts,,,,ˈkae̯.lum,,,,,,,ˈtɑiʋɑs,,hask,ˈtɑivɑs,ˈɡœcjyz̟y,,,nɛˈbóː,ˈo.abl,eːɾˠ,,laŋet,jɛɾˈkiŋkʰ,ˈsɛl,,,,,ɓɯn˨˦,,,ˈhɪml̩,ha̠nɯɭ,ɒːsˈmɒːn,,,sa.maːʔ,dɐŋˈɡʊs,ˈɲɛ.bɔ,ˈeːɡ,,,lœχ,,,ˈnʲebə,,ˈnɛbɛ,ɡœj,,ˈt̪ouvɨs,,*gnam,,la.ŋit,,ˈtɑeʋɑs,kʏk,ˈhiːmɪn,ˈt͡ʃɛ.lo,,,,ˈtɑivɑz,ˈɦeː.məl,ˈsɛw,,ˈθɛ.ʊ,ˈnʲeba,t͡ɕəːj˨˩,t͡ʃer,tsä,,ˈtːɑivɑsː,akax,,ˈhimel,ˈhɪːmɪnː,firmaˈmento,skaɪ,ˈtɑivɑ,tsä,,faː˦˥
who,,puːɨ̯,kɔj,ja:ɾu,kɐ,tukud,,ˈⁿda.ní,ʾ̥nkṇā,daat,ja:ɾu,,kto̞,vin,tare,,jaarə,bəθù,ki,jær,,oɾi,,kʷis,ˈxtɔ,úɓaːní,kɔj,ne,ta:ɾa,,ˈkukɑ,,,ˈken,cim,da:ɾə,je:ɾu,ˈɡdòː,piv,ceː,,siapə,ɔv,ˈki,,,koː,,,,evaru,veːɐ̯,nuɡu,kʰej,,,mann,,ktɔ,ˈki,de:ɾ,da:ɾə,,a:ɾə,boɾ,kto,ed,ɡdo,kim,kuʃ,ˈkis,,*su,be:nonɖu,,,ˈkes,kɪ̞m,kvøːr,k̟i,kɔːn,ne:du,,ˈken,ʋi,kẽ(j̃),da:ɾə,,xto,ʔaːj˧˧,,min,vɛm,ˈkːiæ,,,,xʷɛːr,ˈkjen,hw,ˈtʃen,mi,bʰu:mi,kʰraj˧
sand,qum,,ˈpʲasək,maɳə,,ma:n,,mˈt͡ʃe.ᵑɡa,k̥ʰsāc´,bali,maraɭu,ˈsaːttuː,ˈpi̯ɛsɔk,kʰviʃä,sɨᵝna̠,,maɳal,θɛ́,sɑbl,kʰwiʃɛ,,manal,,aˈreː.na,pʲiˈsɔk,ísiɬaɓâːtʰi,,tʃalkuɾu,pakke,reɡ,ˈhiekːɑ,,,ˈtʃuːru,kum,maɳalə,pojja,ˈpèːsək,tʁɛs,ˈɡanʲəvˠ,,pase(r),ɑˈvɑz,ˈso.rə,,,,ˈsaβlo,θa˨˦,,isuka,zant,mo̞ɾe̞,,ˈɡʲanʲax,,raml,,ˈpʲa.sɛk,ˈhomok,ɾe:k,bʰulo:gam,sant,maɳal,uske,pʲɪˈsok,man,ˈpiːsɛk,,,ˈjɨugɨ,sɑnd,,isike,,,ˈliːʋ,qʊ̞m,,ˈsab.bja,ɾeːt̪,ba:li,,ˈlete,zɑnt,ɐˈɾɐjɐ,maɳa,ˈʃaβɾe̝,pʲaˈsok,kaːt̚˧˦,niˈsip,ʁumi,san,ˈliːv,ba.li,,zɑnt,ˈsantʏr,aˈɾena,sænd,ˈliːvɑ,kʰviʃä,usuka,saːj˧
