word,sv,yi,sk,lzz,cs,gon,kru,lo,my,id,ur,yea,mn,ml,ar,ga,af,gdb,lb,fo,cy,se,pci,tr,tcy,de,it,zu,vi,he,lt,uk,az,ba,ku,ka,te,fa,sl,th,fy,xmf,gd,kfb,bfq,br,es,hy,bn,el,nl,kxv,gv,be,tg,kfe,kn,da,ug,pl,ko,hi,la,sa,bg,ro,tcx,kff,oc,mjt,sva,sq,ca,km,ms,as,hu,ny,ja,za,fr,ru,pt,bo,en,mk,kfa,tl,xub,ps,nn,lv,mt,fi,is,gl,brh,ta
bite,,,,ɔkʼibinu,ˈkou̯sat,kask,kʰatʃtʃna,,kaɪʔ,,,kaɖi,xat͡səx,kadikkuga,ʕadˁ.dˁa,,,tukud,ˈbæi̯sen,,knɔj,,kork,,tina:ɾa,ˈbaɪ̯sn̩,ˈmɔrdere,lûːma,kan˧˦,,,,,,,kʼbɛtʃä,koɾuku,,,kat̚˨˩,,χitʃuä,,atekaʂin,katʃtʃə,,,kəˈtsɛl,,ðaŋˈɡono,ˈbɛi̯tə(n),katʃine,,kuˈsat͡sʲ,ɡæzidæn,kaɖə,kaḍi,biːdə,,,muɾʌ̹t͈e̞da̠,,ˈmor.de.oː,,ot̪ˈxapvəm,muʃˈka,paɾtʃiʈtʃi,koɾaka,,ko:hi,liqʰɛpʰ,kafˈʃɔj,mo.səˈɡa,kʰāṃ,ɡiɡet,,ˈhɒrɒp,,ka̠mɯ̟ᵝ,,mɔʁdʁ,ɐtˈkusɨvətʲ,muɾˈðeɾ,,baɪt,ɔdˈɡrizuva,kaɖi,,kaɖi,,,kuôst,,ˈpurːɑˣ,ˈpiːta,,kaat kanning,kaɖi
tail,svans,,ˈxvɔst,kʼudɛli,ɔtsas,tokoɾ,kʰola,,ʔəmí,,,ba:lu,,ʋa:lə,ða.nab,ˈɾˠɨbˠəl̪ˠ,,kindiɾ,,,ˈkənfɔn,,tōka,kujɾuc,bi:la,ʃvant͡s,ˈkoda,úm̩sîːla,ʔɗuəj˧˧,,,,ɡujˈruɣ,qʊ̞j.ˈrʊ̞q,,kʼudi,vālamu,dæm,ˈrɛ́p,haːŋ˩˩˦,,kʼudɛli,,to:ka,pa:lə,,ˈkola,pɔt͡ʃʰ,,,staːrt,,,xvost,dum,ʋa:lə,ba:la,haːlə,,ˈɔ.ɡɔn,k͈o̞ɾi,pũːt͡ʃʰ,ˈkau̯.da,,,ˈkʷadə,po:ɾsam,toka:ɾ,,oli,hækʼwɛd,,ˈku.ə,kn̥duy,eko(r),nɛz,ˈfɒrok,ˈmt͡ʃí.ɽa,ɕip̚po̞,,kø,xvost,ˈʁa.bu,,teɪl,ˈɔpaʃka,ba:lə,,ba:lə,,,astɛ,,ˈhæn̪t̪æ,ˈhaːlɪ,ˈraβo̝,liʈʈik,ʋa:lə
right,,,,mädzgväni,ˈpraːvo,,,,ʔəkʰwɪ̰ɴ,haʔ,,,irx,,ħaq.qa,,,,,,hau̯l,,,hɑk,,ʁɛçt,,,kwiən˨˩ ləːj˧˨ʔ,,,,hyˈɡuɡ,χʊ̞.ˈquq,,märdʒvɛnä,,,praˈʋìːtsa,sit̚˨˩.tʰiʔ˦˥,,märdzgväni,,,,,deˈɾet͡ʃo,iɾɑˈvuŋkʰ,,ðiˈceoma,rɛxt,,,ˈprava,,,,rɛt,,ˈpra.vɔ,kwʌ̹ɭʎi,ə.d̪ʱɪ.kɑːɾ,,,,drept,,,,,lɛrsgwɛn,,ˈdɾət,,,,ˈjoɡ,,,keːn˧˩ li˧˥,dʁwɑ,ˈpravə,d͡ʒiˈɾejtu,,ˈɹaɪt,,,ka.ɾa.pa.ˈtan,,,rɛtː,,,,ˈrjɛhtɪntɪ,,,
bark,,,ˈku̯o.ra,tʼkʼɛbi,ˈkuːra,to:l,o:ɖak,,ʔəkʰaʊʔ,,cʰal,to:lu,xɔɮtʰəs,paṭṭa,li.ħaːʔ,ɾˠuːsˠk,bɑs,tukud,ʃuəl,ˈpœɹ̥kʊɹ,ˈr̥ɪskl̩,,tūk,,ketta,ˈbɔʁkə,korˈtettʃa,îːᶢǁʱôːlo,vɔ˧˩,,ʒʲɪəˈvʲěː,,,qɑˈβɯ̞q,,kʰɛrkʰi,paṭṭa,,ˈlùːbjɛ,plɯa̯k̚˨˩,,tʼqʼɛbi,,ɖanɖi maɖɖa,paʈʈe,,korˈteθa,kɛˈʁɛv,,,sxɔrs,,ruːs,kaˈra,pɵːst,kollutʃo,nāru,bark,,ˈkɔ.ra,na̠muk͈ʌ̹p̚t͡ɕ͈iɭ,tʃʰaːl,ˈkor.teks,ʋɐl̪.kɐ́,koˈra,,puʈkoɾi,beɾaɖu,,bʰumi,tʼɛpʰ,,əsˈkɔɾ.sə,,,ba.kɔ.li,ˈkeːrɛɡ,,,naŋ˨˦,e.kɔʁs,kɐˈra,,,bɑːk,,aʈʈe,,meɾto:lə,,,,,ˈpuːŋˌkuɔri,ˈpœr̥kʏr,,bund,paʈʈe
thou,dʉː,,ˈti,si,tɪ,nimme,ni:n,,,kamu,tʊm,ni,,ni,ʔanta,t̪ˠuː,,in,,tʰʉuː(w),tiː,,īn,sen,i,duː,t̪u,,maj˨˩,(ʔ)aˈta,tʊ,ˈtɪ,,,,ʃɛn,ni:ʋu,to,ˈtíː,kʰun˧,,si,hu,ni:nu,ni,,ˈtu,du,ˈθʊiː,,ɣɛi̯,ninu,,,,ni:ja,ni:nu,du,,tɨ,ta̠ŋɕʰin,tʊm,tuː,,ti,tu,ni,nimma,,ni:n,si,,ˈtu,,əŋkau̯,tɔɪ,ˈtɛ,,⟨ki1mi1⟩,,ty,tɨ,tu,,ðaʊ,ti,ni:nə,,ni:jə,,,,,ˈsinæ,θu,,ni:,ni
fruit,ˈfrɵkt,fʁʊχt,ˈɔvɔt͡si̯ɛ,χilä,ˈovot͡sɛ,,,,ʔəθí,,pʰəl,,ur,,faː.ki.ha,ˈt̪ˠɔɾˠə,,,,,fruːɨ̯θ,,,,,fʁʊxt,ˈfru.tːo,isítʰeːlo,kwaː˧˩,pʁi,ˈvai̯sʲʊs,,mɛjvæ,jɪ̞ˈmɪ̞ʃ,,χili,,miːve,ˈsáːdɛʃ,luːk̚˥˩,,χili,,,,fʁwɛs,ˈfɾuta,pəˈtuʁ,pʰɔl,,vrʏxt,,meːs,,mevæ,,,frɔɡt,,ˈɔ.vɔt͡s,ˈkwa̠ːiɭ,pʰəl,ˈfruːk.tus,pʰɐ́.l̪ɐ,plɔt,,,,,,χil,,,p̥ʰlaejʰoe,buah,,ˈɟymølt͡ʃ,t͡ʃiˈpá.t͡so,,maːk˧˥,fʁɥi,plot,ˈfɾu.ta,*ɕiŋ.tok,fɹuːt,,,,,,,âwɡlis,,ˈhedelmæ,ˈauːvœxstʏr,ˈfɾojta̝,,
thick,ɕɔk,,ˈtɫ̩stiː,pʼɛdʒi,ˈtlustiː,,,,tʰù,,,,t͡sʊt͡saŋ,,sa.miːk,tʲuː,,,,t͡ʃʰʏʰkːʊɹ,teːu̯,,,,,dɪk,ˈspes.so,,zaj˨˩,,,,,qɑˈɫɯ̞n,,skʰɛli,,,ˈdɛ̀ːbɛw,naː˩˩˦,,ʃχu,tʰʲu,,,,ˈɡɾweso,hɑst,,,dɪk,,,ˈtou̯stɨ,,,,tyk,,ˈɡru.bɨ,tuk͈ʌ̹p̚t͈a̠,,ˈkras.sus,,dɛˈbɛl,ɡros,,,,,sgɛl,,,juk,,,ˈvɒʃtɒɡ,,,,e.pɛ,ˈtolstɨj,iʃ.ˈpe.su,,θɪk,,,,,ɖaˈbəl,çʊkː,,,ˈpɑksu,ˈθjɛhtʏr,,,
snake,ˈʊrm,ʃlaŋ(ɡ),ˈɦat,tsʼitsʼilä,ɦat,,,ŋuː˦˥,mwè,,sãp,,mɔɢɔi,,θuʕ.baːn,ˈn̪ˠæhəɾʲ,slɑŋ,,ʃlaːŋ,,nei̯dr,ˈkea̯rpmaʃ,,jɯ.ˈɫɑn,,ˈʃlaŋə,serˈpɛn.te,íɲôːɠa,zan˧˦,naˈχaʃ,ɡʲiːˈʋaːtʲeː,,,jɯ̞.ˈɫɑn,,gvɛli,,mɒːɾ,ˈkàːtʃa,ŋuː˧,,gvɛri,,,,ˈnaɛr,serˈpjente,ɔt͡sʰ,ʃɑp,ˈfiði,slɑŋ,,,zʲmʲaˈja,mɔːr,,,,jilɑn,vɔŋʂ,pe̞ːm,sɑ̃ːp,ˈan.ɡʷis,s̪ɐɽ.pɐ́,zmiˈja,ˈʃarpe,,,,,hwidʒ,ˈɟ͡ʝaɾpəɹ,ˈseɾp,bs´,ula(r),xap,ˈkiːɟoː,ˈⁿd͡ʒó.ka,pemi,ŋɯ˧˩,sɛʁ.pɑ̃,zmʲɪˈja,ˈkɔ.bɾa,*zbrul,ˈsneɪk,,,,,,,tʃūska,,ˈkæːrmeˣ,ˈstnauːkʏr,ˈsɛɾpe̝,,
grass,,ɡʁɔz,ˈtraːva,tʼkʼä,ˈtraːva,,,ɲaː˨˩,mjɛʔ,,,,ows,,ħa.ʃiːʃ,fʲeːɾˠ,,,ɡʀaːs,kɹɛaːs,ˈɡlaswɛɬd,ˈsitnuː,,ɔt,,ɡʁaːs,ˈɛrba,útʃâːni,kɔ˧˩,ˈdeʃe,ʒoˈlʲeː,,,ʏˈlæn,,bäläχi,,sæbze,ˈtràːʋa,jaː˥˩,ɣɛːs,tʼqʼä,ˈfiəɾ,,,ˈɡɛwt,ˈpas.to,χɔt,,,ɣrɑs,,feːə,,sæbzæ,,,,,ˈtra.va,,,ˈher.ba,t̪ŕ̩.ɳɐ,trɛˈva,ˈjar.bə,,,ˈɛrβo,,mɛl,baɾ,ˈeɾ.bə,s̥mau,,ɡʱãʱ,ˈfyː,ˈu.d͡zú,kɯ̟̊ᵝsa̠,ɲɯ˥,ɛʁb,trɐˈva,ˈɡɾɐ̃mɐ,*rt͡sʷa,ɡɹɑːs,,,daˈmo,,,ɡrɑːs,,ħɐˈʃiːʃ,ˈheinæ,kraːs,ˈɛɾβa̝,,
pull,,,ˈci̯aɦnuc,ɔzdimu,ˈtaːɦnou̯t,,,,sʰwɛ́,,,,tʰatʰəx,,,,,,,,,,,t͡ʃɛcˈmɛc,,ˈtsiːən,t̪iˈrare,,kɛw˧˦,,,tʲɐˈɦɑte,t͡ʃækˈmæk,,,mɔkʰätʃvä,,kʲeʃiːˈd̪æn,,dɯŋ˧,,zindäpʰi,,,,,tiˈɾaɾ,kʰɑˈʃɛl,ˈʈana,,ˈtrɛkə(n),,,t͡sʲaˈɣat͡sʲ,,,,trɛkə,,ˈt͡ɕɔŋ.ɡnɔɲt͡ɕ,ˈk͈ɯːɭda̠,kʰĩː(ɳ).t͡ʃnɑː,ˈwel.loː,,,,,,,,libid,,tiˈɾa,dāñ,tareʔ,ta.na,ˈhuːz,,,,ti.ʁe,tʲɪˈnutʲ,pu.ˈʃa(ɹ),,pʊl,,,,,,,,,,ˈtraːɣa,,,
few,foː,,ˈmaːlo,mtsikʰä,ˈmaːlo,,,nɔːj˥˧,nɛ́,,,,,,qa.liːl,bʲɔɡ,,,,,əˈχədɨ̞ɡ,,,ɑz,,ˈveːnɪç,ˈpɔ.ko,,ʔit̚˧˦,,,ˈmɑlo,ɑz,æð,,tsɔtʼä,,kʲæm,mâlo,nɔːj˦˥,,tʃʼitʃʼɛ,,,,,,kʰitʃʰ,,ˈliɣos,ˈʋɛi̯nəx,,,,,,,fɔː,,ˈma.wɔ,ˈt͡ɕɘːk̚t͈a̠,kʊt͡ʃʰ,ˈpau̯.kus,,,puˈt͡sin,,,,,mɔid,,ˈpɔk,tic,,,ˈkɛveːʃ,,sɨ̥ᵝko̞ɕi,,pø,nʲɪˈmnoɡʲɪj,ˈpow.kuʃ,,fjuː,ˈmaɫku,,,,ləɡ,,,,,,,,
that,dɛnː,,tɛn,ɛjä,ˈtamtɛn,adu,hu:,,hò,,,aʋe:,,a:,ðaː.li.ka,ənˠ,,adə,,,ˈhʊnʊ,,ā,ʃu,aʋu,ˈjeːnɐ,ˈkwello,,ʔɗɔ˧˦,,,,ɔ,,,is,ā,ɒːn,,nan˥˩,,tʰinä,ʃɪn,ad,adə,,ˈese,ɑjd,,,dɑt,et,,toj,,adhə,ā,dən,,ˈtam.tɛn,kɯ,,ˈis.te,,ˈɔnzi,aˈt͡ʃela,adə,addu,,a:du,ɛdʒi,,əˈkəʃ,noḥ,itu,,ˈɒz,,⟨so2 no2⟩,,sə,tot,ˈe.sɨ,,ˈðæt,,adə,,adə,,,tas,,ˈtuo̯,,,ae,anta
fingernail,,,ˈɲɛxt,butsχä,,,,,lɛʔθɛ́,,,,xʊms,,ðˁufr,,,,ˈfaŋeʀˌnoːl,,,,,,,ˈfɪŋɐnaːɡl̩,ˈun.ɡja,úːziːpʰo,mawŋ͡m˧˦,,,,dɯrˈnɑχ,tɯ̞rˈnɑq,,pʰrtʃχili,,nɒːxon,ˈnóːxt,lep̚˦˥.mɯː˧,,birtsχä,,,,,ˈu.ɲa,jɛˈʁunɡ,nɔːkʰ,ˈniçi,,,,paˈznoɣat͡sʲ,nɔːxun,,,najl,,pazˈnɔ.kʲɛt͡ɕ,sʰo̞ntʰo̞p̚,,ˈun.ɡʷis,n̪ɐ.kʰɐ́,ˈnɔkət,,,,,,tsχä,,ˈuŋ.ɡlə,,kuku,,ˈkørøm,kʰáˈɗa.ɓo,t͡sɨᵝme̞,,ɔ̃ɡl,ˈnoɡətʲ,ˈu.ɲɐ,,ˈfɪŋɡɚˌneɪl,nɔkt,,,,,,,,ˈsormi,nœkl,,,
four,ˈfyːˌra,fiʀ,ˈʃtiri,ɔtʰχɔ,ˈt͡ʃtɪr̝ɪ,,,siː˧˧,lé,əm.pat,,,torəw,,ʔar.ba.ʕa,ˈcahəɾʲ,,,ˈfɜɪ̯ɐ,ˈfʊiːɹa,ˈpɛdwar,ˈɲe̯aʎːʎe,,dœɾt,,fiːɐ̯,ˈkwat.tro,,ʔɓon˧˦,,kʲɛt̪ʊˈrʲɪ,t͡ʃoˈtɪrɪ̞,dœɾd,dʏrt,,ɔtʰχi,,tʃæˈhɒːɾ,ˈʃtìːrjɛ,siː˨˩,,ɔtʰχi,,,,,ˈkwatɾo,t͡ʃʰɔɾs,,ˈte̞se̞ˌra,vir,,kʲeːə(r),t͡ʂaˈtɨrɨ,,,,fiːrə,tøt,ˈt͡ʂtɛ.rɨ,ne̞ːt̚,,ˈkʷat.tu.or,t͡ɕɐ́.t̪uɽ,,ˈpa.tru,,,ˈkatre,,wɔʃtʰχw,ˈkatəɾ,ˈkwa.tɾə,puan,əmpat,sa.ɹi,ˈneːɟ,,jo̞,θei˧˥,katʁ,t͡ɕɪˈtɨrʲe,ˈkwa.tɾu,*bʑi,fɔː,,,ˈa.pat,,t͡sa.lor,,tsætri,,ˈneljæ,ˈfjouːrir,,,
dig,,,ˈkɔpac,ɔntʰχɔru,ˈkopat,,,,tú,,,,,,ħa.fa.ra,ˈt̪ˠɔxəlʲ,,,ˈɡʀue̯ven,,,,,,,ˈɡʁaːbən,skaˈvare,,ʔɗaːw˨˩,,,,,,,tʰχrä,,kʲænˈdæn,kɔˈpàːti,kʰut̚˨˩,,ntʰχɔruä,,,,,ekskaˈbaɾ,pʰɔˈɾɛl,,,ˈɣraːvə(n),,,,,,,ɡraːvə,,ˈkɔ.pat͡ɕ,pʰa̠da̠,kʰoːd̪.nɑː,ˈfo.di.oː,,,,,,,,libərdʒɛ,,kəˈva,,ɡali,kʰan.da,ˈaːʃ,,,,kʁø.ze,kɐˈpatʲ,,,dɪɡ,,,,,,,ɾakt,,,,eskaˈβaɾ,,
swim,,,ˈpɫaːvac,ɔntʃviru,ˈplavat,pohem,o:gna,,jèkú,,,maɳa,seɮəx,neentuga,,sˠn̪ˠɑːvˠ,,tukud,ˈʃwɑmən,,ˈnɔvjɔ,ˈvuo̯ɟɟah(t),tūk,,mi:ndaɾa,ˈʃvɪmən,nwoˈtare,,ʔɓəːj˧˧,,ˈpɫɒʊ̯ˑkʲtʲɪ,,,,,tsurvä,i:du,,ˈplaːʋati,waːj˥˩.naːm˦˥,ˈsvɪm.mə,ntʃuruä,,po:nim,ni:ndə,,naˈdaɾ,lɔˈʁɑl,,,ˈzʋɛ.mə(n),,,,,ni:tʃal,i:dʒo,svœmə,,ˈpwɨ.vat͡ɕ,sʰujʌ̹ŋɦa̠da̠,,ˈna.toː,,,,ni:tʃal,i:ta,,ho:gpo,likʰni,nɔˈtɔj,nəˈda,hael,,,ˈuːsik,,ɡ,,na.ʒe,ˈplavətʲ,nɐˈðaɾ,,swɪm,,mi:ɾodu,,ni:nɖʒu,lɑmbəl,²sʏmjɑ,pɛ̄ldɛ̂ːt,,ˈui̯dɑˣ,ˈsɪnta,,beʂoling,neentə
tongue,ˈtɵŋˌa,tsʊŋ(ɡ),ˈja.zik,nɛnä,ˈjazɪk,ʋendʒeɾ,takkha,,ʃà,,dʒiːbʱ,na:ʋu,xiɮ,na:kə,li.saːn,ˈtʲaŋə,,na:ng,t͡soŋ,ˈtʰʊŋka,ˈtavɔd,ˈɲuo̯vtt͡ʃa,nevãḍ,ˈdil,na:la:ji,ˈtsʊŋə,ˈliŋ.ɡwa,ûːlîːmi,lɨəj˦ˀ˥,laˈʃɔn,,jɐˈzɪk,dil,tɪ̞l,ˈzɯmɑːn,ɛnä,na:luka,zæˈbɒ(ː)n,ˈjɛ̀ːzik,lin˦˥,,ninä,tʰʲɛŋɡə,na:lka,na:lange,ˈtɛwt,ˈlenɡwa,lɛˈzu,,ˈɣlosa,tɔŋ,ʋenɖa:ɾu,ˈtʃɛnʲə,jaˈzɨk,zæˈbɔːn,na:lgə,na:lige,tɔnɡə,,ˈjɛ̃.zɨk,çjʌ̹,dʒiːbʱ,ˈlin.ɡʷa,d͡ʑiɦ.ʋɑ́ː,ɛˈzik,ˈlimbə,no:f,na:like,ˈleŋɡo,taɖta,nin,ˈɟʑuhə,ˈʎəŋ.ɡwə,ʾṇ̥ṭāt,lidah,zi.bʱa,ˈɲɛlv,ɽiˈɽí.me,ɕi̥ta̠,lin˦˨,lɑ̃ɡ,(j)ɪˈzɨk,ˈlĩ.ɡwɐ,*lt͡ɕe,tʌŋ,ˈjazik,na:ʋu,ˈdi.laʔ,nelgi,ˈʒəbə,,mɛ̀ːlɛ,,ˈkie̯li,ˈtʰuŋka,,duʋi:,na:kkə
one,ɛt,,ˈjɛdɛn,är,ˈjɛdɛn,ondi,o:nd,nɯŋ˧˧,tɪʔ,sa.tu,,ondʒu,niɡ,onnə,waː.ħid,iːnˠ,,okuʈi,eːn,,ɨːn,ˈokːta,ok,biɾ̝̊,ondʒi,aɪ̯ns,ˈuno,,mot̚˧˨ʔ,,,oˈdɪn,,bɪ̞r,ˈjɛk,ɛrtʰi,okaʈi,jekʲ,,nɯŋ˨˩,,ärtʰi,ɯːn,okko:t,ondə,ˈỹː.nãn,ˈuno,mɛk,æk,ˈe̞na,eːn,ranɖi,nɛːn,,,o:dit,ondu,,bir,ˈjɛ.dɛn,ha̠na̠,,ˈuː.nus,ɐ́j.kɐ,,ˈu.nu,uttə,oɾɾo:ʈ,,o:nd,ɛʃχu,ɲə,ˈun,muay,satu,ɛk,ˈɛɟː,ˈmó.d͡zi,it͡ɕi̥,it˥,œ̃,ɐˈdʲin,ˈũ,*kt͡ɕik,wʌn,,ondə,iˈsa,ʋandə,,,viɛ̂ns,,ˈyksi,eitn,,asit,onnə
name,namn,nɔmɛn,ˈmɛnɔ,dʒɔχɔ,ˈjmɛːno,poɾol,na:me,sɯː˦˦,ʔəmjì/,,,pe:ɾu,nir,peɾə,ism,ˈanʲəmʲ,,tukud,num,naun,ˈɛnʊ,ˈnamma,pidir,ɑt̪,pudaɾə,ˈnaːmə,ˈno.me,îːɡâːma,ten˧˧,,ˈvɐrːdɐs,iˈmjɑ,ɑd,iˈsɪ̞m,ˈnɑːv,säχɛli,pe:ɾu,nɒːm,iˈméː,t͡ɕʰɯː˥˩,,säχɛli,,pe:ɾ,esaɾə,,ˈnom.bɾe,ɑˈnun,nam,ˈo̞no̞ˌma,naːm,doru,,jiˈmʲa,nɔːm,pe:ɾ,hesaru,,ɑt,ˈi.mʲɛ,iɾɯm,naːm,,n̪ɑ́ː.mɐn̪,ˈimɛ,ˈnu.me,pe:ɾ,pedeɾ,,na:mi,ʒäχɛ,ɛməɾ,ˈnɔm,j̥ʰmoḥ,namə,,ˈneːv,ˈd͡zí.na,na̠ma̠e̞,,nɔ̃,ˈimʲə,ˈno.mɨ,*miŋ,neɪm,,peda,,pja:ɾə,,,vàːɾds,ˈiːsɛm,ˈnimi,napn,,pin,pe:ɾə
how,hʉːr,,ˈjak,mutʃʼɔ,jak,,,,bɛ̀,,,,,,kaj.fa,ˈkʊnˠəsˠ,,,vɜɪ,,sɨ̞t,,,ˈnɑ.sɯɫ,,viː,ˈkome,ɠáɲdʒaːní,,(ʔ)eχ,kaɪˑp,,ˈned͡ʒæ,,,rɔgɔr,,,kaˈkòː,jaŋ˧.ŋaj˧,,mutʃʼɔ,,,,,ˈkomo,int͡ʃʰˈpɛs,kibʱabe,ˈpos,ɦu,,,,,,,,,jak,ʌ̹t͈ʌ̹kʰe̞,,ˈkʷoː.mo.do,,,kum,,,,,imʒi,si,ˈkɔm,rpiapṇā,,kɛ.nɛ.koɪ,,,,,kɔ.mɑ̃,kak,ˈko.mu,,haʊ,ˈkakɔ,,,,,ˈkʊrlæɪs,,,,,,,
this,,,,äjä,ˈtɛnto,id,i:d,niː˥˦,,,,iʋe:,,i:,haː.ðaː,ʃɔ,dɨt,idə,des,,hʊn,,ī,bu,undu,ˈdiːzər,ˈkwes.to,,naj˨˩,ˈe.le,,,bu,,,ɛs,ī,ʔin,ˈtáː,niː˦˥,,tʰɛnä,ʃɔ,id,idə,,ˈeste,ɑjs,,aˈftos,ˈdeːzə,idu,,,,idhə,idhu,,bu,tɛn,i,jəʱ,hik,,ˈt̪ɔzi,aˈt͡ʃest,idə,iddu,,i:du,äli,ky,əˈkəst,neḥ,ini,,,,ko̞no̞,,sə,ˈɛtət,ˈɛʃ.tɨ,,ðɪs,ˈɔvɔj,idə,,idə,,,ʃis,,ˈtæmæ,ˈθɛsːɪ,,da:,inta
say,ˈsɛjːa,ˈzɔ.ɡŋ̩,ˈɦɔvɔric,ɔtʰkʰu,r̝iːt͡st,in,bakʰna,waw˥˦,sʰò,,kɛɦna,paɾe,xiɮəx,paɾajuga,qaː.la,ˈabˠəɾʲ,sɛː,tukud,,siːja,,,en,søjlɛmɛc,paɳaɾa,zaːɡən,ˈdi.re,,nɔj˧˦,,sɐˈkʲiːtʲɪ,,,,,tʰkʰmä,tʃeppu,ɡofˈt̪ʰæn,ˈrɛtʃi,klaːw˨˩,,tʰkʰuälä,ˈapɪɾʲ,bʰu:mi,egəʋə,,deˈθiɾ,ɑˈsɛl,ˈbɔla,,ˈzɛɣə(n),,,ɣavaˈrɨt͡sʲ,ɡuftæn,paidu,heɭu,,,ˈmu.vʲit͡ɕ,ˈma̠ːɾɦa̠da̠,kɛːʱ.nɑː,ˈdiː.koː,ʋɐ́.d̪ɐ.t̪i,ˈkazvəm,ˈzitʃe,a:ʋaɖə,kella,,hauɖpo,likʰwisg,θɛm,ˈdi,tʰā,,,ˈmond,,ipu,kaːŋ˥,diʁ,ɡəvɐˈrʲitʲ,di.ˈzeɾ,,seɪ,,annə,,pə:ɭ,,²sæɪɑ,satsîːt,,ˈsɑnoɑˣ,ˈseiːja,diˈθiɾ,pa:ning,tʃollə
know,veːta,vɪsn̩,ˈvɛɟi̯ɛc,ɔtʃkʰinu,ˈvjɛɟɛt,jeɾpaʈ,akʰna,huː˥˧,θḭʃḭ,ta.hu,dʒanːa,aɾiʋo,mitəx,aɾajuga,ʕa.li.ma,,vɪət,sun,,,ˈmɛdrɨ̞,,pun,bilˈmɛ́c,teɾijaɾa,ˈvɪsn̩,saˈpeː.re,,ʔɓiət̚˧˦,ˈjeda,ʒɪˈnoː.tʲɪ,ˈznɑte,bilˈmæk,,ˈzɑːniːn,tsɔdnä,eṟāgu,d̪ɒːnesˈt̪ʰæn,,ruː˦˥,,rtʃkʰinä,,uɾtanɖa:t,aɾaʋə,,saˈbeɾ,ɡitɛˈnɑl,,ˈksɛ.ɾɔ,ˈʋeːtə(n),,,ˈvʲedat͡sʲ,dɔːnistæn,asu:bej,ari,,,ˈvʲɛ.d͡ʑɛt͡ɕ,ˈa̠ːɭda̠,ˈd͡ʒɑːn̪.n̪ɑː,ˈski.oː,,,ʃti,aɾspini,teluse:,,ha:hpo,mäχäl,di,səˈbə,cer,tahu,,ˈtud,,,ɣo˦˨,savwaʁ,znatʲ,sɐ.ˈbeɾ,*ɕes,nəʊ,,aɾi,,gott(ə) uɳɖi,poˈheˈdəl,,zinâːt,,ˈtie̯tæːˣ,ˈvɪːta,,tʃa:ing,aṟi
freeze,,,,ɔqʼinu,ˈzmr̩zˌnɔʊ̯t,,,,,,,,,,,,,,ˈfʀei̯ʀen,,,,,,,ɡəˈfʁiːʁən,dʒeˈlare,,ʔɗawŋ͡m˧˦ ʔɓaŋ˧˧,,,,,,,gäqʼinvä,,,,kʰɛŋ˩˩˦,,ʔinuä,rˠɔː,,,,eˈlaɾ,,,,bəˈvrizə(n),,,,,,,,,zaˈmar.zat͡ɕ,ˈɘːɭda̠,d͡ʒəm.nɑː,ˈɡe.loː,,,,,,,,likʼwrɛmi,,,,,,,,,,ʒə.le,zəmʲɪrˈzatʲ,ʒe.ˈla(ɻ),,ˈfɹiːz,,,,,,,,,ˈjæːtyæˣ,ˈfrjouːsa,ʃeˈaɾ,,
throw,,,,ɔstʰɔmilu,,,,,pjɪʔ,,,,xajəx,,,kɑh,,,ɡeˈhai̯en,kʰasta,ˈtavlɨ̞,,,,,ˈvɛʁfən,,,nɛm˧˦,,ˈmʲɛsʲtʲɪ,,ɑtˈmɑχ,,,srɔlä,,ændɒːxtæn,,joːn˧,,ʔɔtʰämä,ˈtʃʰilikʲ,,,,,nɛˈtɛl,,,ˈʋɛrpə(n),,,,ændɔːxtæn,,,,,ˈʐu.t͡sat͡ɕ,tʌ̹nd͡ʑida̠,pʰeːŋk.nɑː,ˈjak.toː,,,,,,,,likʼwänɛ,,ʎənˈsa,poḥ,,dɔ.liʊa,ˈdob,,,,ʒə.te,brɐˈsatʲ,lɐ̃.ˈsaɾ,,θɹəʊ,,,,,,,mest,,ˈhei̯tːæːˣ,ˈkʰasta,,,
smooth,,,,pʰrändɛri,ˈɦlatkiː,,,,t͡ɕʰɔ́,,,,,,naː.ʕim,kiːnʲ,,,ɡlaːt,,,,,,,ɡlat,ˈliʃʃo,,faŋ˧˩,,,,,,,pʼriälä,,,,ria̯p̚˥˩,,värkʼälä,miːn,,,,ˈliso,hɑɾtʰ,,,ɣlɑt,,,ˈɣɫatkʲi,,,,,,ˈɡwat.kʲi,me̞k͈ɯɾʌ̹p̚t͈a̠,t͡ʃɪk.nɑː,ˈɡla.ber,,,ˈne.ted,,,,,mərkʼənɛ,,,,,,ˈʃimɒ,,,,lis,ˈɡlatkʲɪj,ˈli.zu,,smuːð,,,,,,,,,,ˈstljɛhtʏr,,,
