word,af,as,be,bg,bn,br,cy,da,de,el,es,fa,fo,fr,fy,ga,gd,gl,gv,hi,hy,is,it,ku,lb,lt,lv,mk,nl,nn,oc,pl,ps,pt,ro,ru,sa,sk,sl,sq,sv,tg,uk,ur,yi
back,rœχ,pi.tʰi,ˈsʲpʲina,ɡrɤp,,ˈkɛjn,,,ˈʁʏkn̩,,esˈpal.da,pʰoʃt̪ʰ,,do,rɛːx,d̪ˠɾˠiːmʲ,kʰuːɫ̪,ˈlombo̝,d̪riːm,piːʈʰ,mɛt͡ʃʰkʰ,paːk,ˈskjɛna,,ʀek,ˈn̪ʊɡɐrɐ,,ɡr̩p,rʏx,,,ˈplɛ.t͡sɨ,,ˈkɔs.tas,,spʲɪˈna,,ˈxr̩baːt,xə̀rbət,ʃpiːn,rʏɡ,puʃt,,,
