word, be, bg, cs, lt, lv, mk, pl, ru, sk, sl, uk
love, lʲuˈbou̯, lʲuˈbɔf, ˈlaːska, ˈmʲæːjlʲeː, , ˈʎubɔf, ˈmʲi.wɔɕt͡ɕ, lʲʊˈbofʲ, ˈɫaːs.ka, ljubéːzən, lʲʊˈbɔu̯
