word,af,as,be,bg,bn,br,cy,da,de,el,es,fa,fo,fr,fy,ga,gd,gl,gv,hi,hy,is,it,ku,lb,lt,lv,mk,nl,nn,oc,pl,ps,pt,ro,ru,sa,sk,sl,sq,sv,tg,uk,ur,yi
right,,,ˈprava,,,,hau̯l,rɛt,ʁɛçt,ðiˈceoma,deˈɾet͡ʃo,,,dʁwɑ,,,,,,ə.d̪ʱɪ.kɑːɾ,iɾɑˈvuŋkʰ,ˈrjɛhtɪntɪ,,,,,,,rɛxt,rɛtː,,ˈpra.vɔ,,d͡ʒiˈɾejtu,drept,ˈpravə,,,praʋìːt͡sa,,,,,,
