word,af,as,be,bg,bn,br,cy,da,de,el,es,fa,fo,fr,fy,ga,gd,gl,gv,hi,hy,is,it,ku,lb,lt,lv,mk,nl,nn,oc,pl,ps,pt,ro,ru,sa,sk,sl,sq,sv,tg,uk,ur,yi
where,,zot,,,,,,,voː,,ˈdonde,kʰoˈdʒɒː,,u,,,,ˈonde̝,,,vɔɾˈtɛʁ,,ˈdove,,,kʊr,kùɾ,ˈkadɛ,ʋaːr,,ˈunt,ɡd͡ʑɛ,,ˈõ.d͡ʒi,ˈunde,ɡdʲe,,ˈɡɟɛ,kjèː,,dɛːr,,ˈdɛ,,vʊ
