word,be,bg,cs,lt,lv,mk,pl,ru,sk,sl,uk
house,,ˈkɤʃtə,duːm,ˈnaː.mɐs,māːja,ˈku.ca,dɔm,dom,ˈdɔm,xìːʃa,ˈdʲim
