word,be,bg,cs,lt,lv,mk,pl,ru,sk,sl,uk
horse,,kɔn,kuːɲ,ɐrˈklʲiːs,zîɾks,kɔɲ,kɔɲ,ˈloʂətʲ,ku̯oɲ,kɔ́n,ˈkʲinʲ
