word, be, bg, cs, lt, lv, mk, pl, ru, sk, sl, uk
hunt, palʲaˈvat͡sʲ, , ˈlovɪt, mʲɛˈdʲʒʲotʲɪ, , , pɔˈlɔ.vat͡ɕ, ɐˈxotʲɪt͡sə, , lɔʋìːti, 
