word,be,bg,cs,lt,lv,mk,pl,ru,sk,sl,uk
some,,,ˈɲɛkolɪk,,,,ˈtrɔ.xɛ,nʲɪˈmnoɡə,ˈɲi̯ɛkɔʎkɔ,,ˈkilʲka
