word, be, bg, cs, lt, lv, mk, pl, ru, sk, sl, uk
boat, , , loc, , lāīva, , wut͡ɕ, ˈlotkə, ˈt͡ʃɫ̩n, t͡ʃɔ́ːʋn, 
