word,be,bg,cs,lt,lv,mk,pl,ru,sk,sl,uk
word,ˈsɫova,ˈdumə,ˈslovo,ˈʐoː.dʲɪs,vàːɾds,,ˈswɔ.vɔ,ˈslovə,ˈsɫɔvɔ,bɛséːda,
