word,be,bg,cs,lt,lv,mk,pl,ru,sk,sl,uk
rotten,ɣnʲiˈɫɨ,,ˈzɦɲɪliː,,,,ˈzɡɲi.wɨ,ɡnʲɪˈloj,ˈɦɲiliː,ɡníːʋ,
