word,be,bg,cs,lt,lv,mk,pl,ru,sk,sl,uk
hear,t͡ʂut͡sʲ,ˈtʃuvəm,ˈslɪʃɛt,,dzìɾdɛ̂ːt,,ˈswɨ.ʂɛt͡ɕ,ˈslɨʂətʲ,,slìːʃati,ˈt͡ʃute
