word, be, bg, cs, lt, lv, mk, pl, ru, sk, sl, uk
daughter, daˈt͡ʂka, dəʃtɛˈrʲa, ˈt͡sɛra, , mɛ̂jta, ˈcɛrka, ˈt͡sur.ka, dot͡ɕ, ˈt͡sɛː.ra, xt͡ʃíː, 
