word, be, bg, cs, lt, lv, mk, pl, ru, sk, sl, uk
friend, ˈsʲabar, priˈjatɛl, ˈpr̝̊iːtɛl, ˈdɾauɡɐs, dràwks, , pʂɨˈja.t͡ɕɛl, druk, ˈpri̯acɛʎ, prijáːtɛl, ˈdruɦ
