word,be,bg,cs,lt,lv,mk,pl,ru,sk,sl,uk
death,,smɤrt,smr̩t,mɪrʲˈtʲɪs,nâːvɛ,,ɕmʲɛrt͡ɕ,smʲertʲ,ˈsmr̩c,smə́rt,smɛrtʲ
