word,af,as,be,bg,bn,br,cy,da,de,el,es,fa,fo,fr,fy,ga,gd,gl,gv,hi,hy,is,it,ku,lb,lt,lv,mk,nl,nn,oc,pl,ps,pt,ro,ru,sa,sk,sl,sq,sv,tg,uk,ur,yi
earth,ˈɑːr.də,,zʲaˈmlʲa,zɛˈmʲa,,,,joːr,ˈeːɐ̯də,,ˈtje̞.ra̠,,jøːɹ,tɛʁ,,,,,,dʰərtiː,hɔʁ,jœrð,ˈtɛr.ra,,,ˈʒʲæːmʲeː,zɛmɛ,,ˈaːr.də,,,ˈʑɛ.mʲa,,ˈtɛʁɐ,pəˈmɨnt,zʲɪˈmlʲa,,ˈzɛm,zɛ̀ːmlja,ðɛ,juːɖ,,zeˈmlʲɑ,,
