word,af,as,be,bg,bn,br,cy,da,de,el,es,fa,fo,fr,fy,ga,gd,gl,gv,hi,hy,is,it,ku,lb,lt,lv,mk,nl,nn,oc,pl,ps,pt,ro,ru,sa,sk,sl,sq,sv,tg,uk,ur,yi
flow,flui,bʊa,,tɛˈkə,,,,,ˈfliːsn̩,ˈre.o,ˈflwiɾ,,,ku.le,,,,,,,,ˈrɛnːa,fluˈire,,ˈflei̯sen,ˈbʲeːk.tʲɪ,,,ˈvlujə(n),,,ˈpwɨ.nɔɲt͡ɕ,,,,tʲet͡ɕ,,ˈci̯ɛt͡sc,tɛ̀ːt͡ʃi,,,,,,
